prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,Baseflow
0,43.71,27.89,35.8,406.91,323.15,2.5,-0.59,2.57,15.9,,3.94,0.2,0,0.35,2.37,42.42,126.86,434.85,606.5,606.3,150,4.042,24-05-1980,0
0,44,28.82,36.41,411.93,384.51,1.95,-1.72,2.6,13.18,,3.92,0.19,0,0.29,2.16,42.41,126.77,434.69,606.03,605.84,150,4.038933333,25-05-1980,0
0,44.15,29.4,36.78,416.14,324.13,0.27,-1.79,1.81,31.62,,3.86,0.18,0.04,0.25,2.01,42.4,126.73,434.65,605.79,605.61,150,4.0374,26-05-1980,0
0,44.69,29.14,36.92,412.55,381.05,0.64,0.61,0.88,31.45,,3.91,0.33,0.3,0.24,2.03,42.38,126.65,434.52,605.58,605.25,150,4.035,27-05-1980,0
0,42.74,26.82,34.78,415.39,377.12,2,1.65,2.59,36.5,,4.1,0.98,0.41,0.49,3.02,42.37,126.52,434.34,606.25,605.27,150,4.035133333,28-05-1980,0
4.28,40.13,24.79,32.46,402.96,391.22,1.64,0.94,1.89,30.77,,3.37,1.85,0.12,0.46,2.85,42.35,126.43,434.17,605.8,608.23,150,4.054866667,29-05-1980,0
0.13,39.98,27.44,33.71,410.22,378.55,1.49,2.16,2.62,39.55,,4.1,2.09,0.64,0.47,3.22,42.33,126.32,433.96,605.83,603.87,150,4.0258,30-05-1980,0
2.17,41.06,26.31,33.68,421.18,370.32,0.57,1.65,1.75,41.57,,3.72,2.47,1.07,0.61,4.17,42.3,126.2,433.77,606.44,606.14,150,4.040933333,31-05-1980,0
2.46,39.16,27.32,33.24,429.3,340.73,-0.44,2.17,2.21,55.02,,3.08,2.43,0.91,0.88,6.34,42.28,126.06,433.52,608.2,608.23,150,4.054866667,01-06-1980,0
6.22,39.38,25.69,32.54,426.93,258.25,-0.47,0.8,0.93,63.63,,3.71,2.95,0.18,1.19,8.76,42.25,125.92,433.29,610.22,613.49,150,4.089933333,02-06-1980,0
1.19,38.36,24.31,31.34,424.08,298.18,2.03,2.16,2.96,67.75,,2.55,2.1,0.5,1.48,11.1,42.23,125.8,433.12,612.25,611.34,150,4.0756,03-06-1980,0
10.02,35.3,23.48,29.39,425.73,371.24,2.26,1.15,2.54,64.77,,2.05,1.67,0.89,2.01,12.49,42.21,125.69,432.9,613.29,621.64,150,4.144266667,04-06-1980,0
1.81,36.73,26.68,31.7,425.95,355.63,2.12,2.07,2.96,63.52,,4.27,3.16,1.65,2.24,13.59,42.18,125.51,432.64,613.92,612.57,150,4.0838,05-06-1980,0
6.49,37.3,23.44,30.37,418.72,357.33,2.19,3.14,3.83,55.54,,3.86,2.56,0.89,2.26,12.19,42.15,125.36,432.37,612.07,616,150,4.106666667,06-06-1980,0
0,35.08,24.7,29.89,417.39,376.56,2.76,3.47,4.43,56.64,,4.22,2.21,0.57,2.06,10.65,42.12,125.19,432.12,610.08,607.87,150,4.052466667,07-06-1980,0
3.52,35.85,25.81,30.83,412.74,381.78,2.22,2.45,3.31,43.81,,3.9,3.2,0.3,1.95,9.27,42.09,125.05,431.91,608.32,608.64,150,4.0576,08-06-1980,0
0.4,36.4,25.1,30.75,425.11,363.26,2.63,1.18,2.88,58.25,,3.7,2.98,1.91,1.45,8.55,42.07,124.91,431.66,607.19,604.61,150,4.030733333,09-06-1980,0
26.52,35.95,24.4,30.18,429.13,269.43,1.85,1.56,2.42,67.91,,2.81,2.27,2.73,1.28,12.21,42.04,124.76,431.43,610.44,634.69,150,4.231266667,10-06-1980,0
0.71,36.68,25.96,31.32,430.32,129.3,1.31,1.98,2.37,78.94,,3.8,3.06,1.64,0.92,18.54,42.02,124.66,431.29,616.51,614.16,150,4.0944,11-06-1980,0
2.63,37.18,24.11,30.64,429.83,317.88,0.35,1.8,1.83,87.06,,3.23,2.6,1.15,2.24,23.13,42.01,124.59,431.1,620.83,620.86,150,4.139066667,12-06-1980,0
3.18,35.09,24.33,29.71,425.44,321.08,1.53,1.48,2.13,90.44,,3.27,2.59,2.99,2.13,32.42,42.2,124.51,431.05,630.18,630.77,150,4.205133333,13-06-1980,0
14.92,34.77,23.89,29.33,427.04,302.36,2.14,1.48,2.6,95.44,,2.64,2.13,2.89,1.56,40.6,49.34,124.49,431,645.43,658.22,150,4.388133333,14-06-1980,0
14.11,35.1,24.04,29.57,420.95,275.83,0.65,0.54,0.85,93.78,,2.31,1.88,3.69,1.24,40.48,58.81,124.48,430.94,654.71,666.94,150,4.446266667,15-06-1980,0
22.6,33.59,23.7,28.65,425.96,284.16,1.45,0.3,1.48,91.31,,1.89,1.55,3.3,1.59,39.73,64.64,124.45,430.84,659.66,680.71,150,4.538066667,16-06-1980,0
28.22,32.06,22.7,27.38,431.7,252.14,2.43,1.96,3.12,90.2,,1.19,1,1.96,2.23,38.3,69.74,124.45,430.78,663.27,690.49,150,4.603266667,17-06-1980,0
6.99,32.7,25.3,29,435.83,298.62,3.71,1.89,4.16,84.61,,2.23,1.81,0.67,4.31,34.42,71.54,124.45,430.6,661.01,666.19,150,4.441266667,18-06-1980,0
50.24,34.88,24.62,29.75,431.34,318.28,3.96,1.63,4.28,77.28,,1.78,1.48,0.29,4.72,30.58,71.66,124.42,430.43,657.09,705.85,150,4.705666667,19-06-1980,0
22.48,33.74,22.5,28.12,428.53,308.22,3.51,1.8,3.94,87.21,,1.9,1.65,0.88,3.74,29.12,71.35,124.4,430.25,655.12,675.95,150,4.506333333,20-06-1980,0
17.39,32.24,22.75,27.5,424.78,239.62,2.52,2.54,3.58,84.04,,1.64,1.34,0.24,3.64,27.54,70.98,124.36,430.01,652.89,668.94,150,4.4596,21-06-1980,0
8.96,31.83,23.73,27.78,416.67,249.23,2.02,1.96,2.81,89.32,,2.42,1.93,2.82,1.99,30.19,70.77,124.37,429.88,655.21,662.24,150,4.414933333,22-06-1980,0
7.8,32.18,24.38,28.28,426.08,198.63,2.42,2.23,3.29,84.74,,2.52,1.98,1.81,2.23,32.11,71,124.39,429.81,657.31,663.13,150,4.420866667,23-06-1980,0
12.34,32.21,23.9,28.06,420.91,59.4,3.58,1.81,4.01,94.98,,3.14,2.45,1.79,0.4,37.12,73.08,124.46,429.8,664.46,674.35,150,4.495666667,24-06-1980,0
15.36,29.15,23.03,26.09,420.26,196.93,4.19,0.94,4.29,87.38,,2.73,2.13,1.79,2.27,36.48,75.7,124.55,429.73,666.46,679.69,150,4.531266667,25-06-1980,0
12.15,30.67,22.78,26.72,419.02,258.81,4.89,0.34,4.9,87.35,,2.88,2.49,2.67,2.11,36.25,77.83,124.68,429.64,668.4,678.06,150,4.5204,26-06-1980,0
14.19,30.41,22.26,26.34,412.1,282.79,4,1.13,4.16,90.75,,1.5,1.26,2.74,2.57,36.99,81.7,125.17,429.54,673.4,686.33,150,4.575533333,27-06-1980,0
11.89,29.01,22.78,25.9,416.68,295.62,4.03,1.08,4.17,81.22,,1.91,1.51,2.73,2.71,34.36,82.64,125.46,429.35,671.81,682.19,150,4.547933333,28-06-1980,0
13.25,30.58,23.27,26.92,417.98,270.18,3.17,1.45,3.49,85.26,,1.75,1.39,1.55,3.11,32.96,82.51,125.76,429.27,670.5,682.36,150,4.549066667,29-06-1980,0
15.08,29.82,23.42,26.62,424.49,217.1,3.3,2.71,4.27,89.54,,1.41,1.13,1.43,2.59,32.4,82.17,126.01,429.08,669.66,683.61,150,4.5574,30-06-1980,0
11.29,29.01,23.13,26.07,422.87,234.36,3.17,2.92,4.31,93.55,,1.3,1.05,1.64,1.2,37,83.73,126.33,429.04,676.1,686.34,150,4.5756,01-07-1980,0
14.04,27.55,22.84,25.2,423.9,143.54,3.11,3.93,5.01,94.48,,0.44,0.43,1.88,1.05,37.28,86.88,126.86,428.99,680.01,693.62,150,4.624133333,02-07-1980,0
7.91,27.25,22.81,25.03,418.74,202.09,2.99,3.15,4.34,88.9,,1.74,1.37,1.49,1.65,36.48,90.48,128.2,428.88,684.04,690.58,150,4.603866667,03-07-1980,0
0.81,29.17,23.77,26.47,414.48,303.56,3.63,1.24,3.84,81.15,,2.57,1.91,0.61,3.98,33.23,89.55,129.1,428.73,680.61,679.51,150,4.530066667,04-07-1980,0
2.45,31.27,24.25,27.76,420.07,294.4,3.33,0.89,3.45,82.34,,2.93,2.18,0.5,4.09,31.18,88.06,129.8,428.52,677.56,677.83,150,4.518866667,05-07-1980,0
2.71,32.11,24.53,28.32,417.7,259.27,3.54,0.73,3.61,82.65,,2.86,2.18,1.64,2.89,30.25,86.76,130.33,428.39,675.73,676.26,150,4.5084,06-07-1980,0
13.28,31.88,23.25,27.56,416.59,304.55,3.51,0.68,3.58,84.54,,1.33,1.1,2,2.77,32.75,85.91,130.78,428.28,677.72,689.9,150,4.599333333,07-07-1980,0
31.9,30.19,22.94,26.56,419.75,259.01,2.63,1.13,2.86,89.2,,0.83,0.75,1.22,1.96,35.35,87.11,131.25,428.17,681.88,713.03,150,4.753533333,08-07-1980,0
20.33,29.07,22.96,26.02,419.97,204.63,3.27,0.76,3.36,87.36,,1.28,1.01,2.15,1.89,36.8,94,133.44,428.12,692.36,711.68,150,4.744533333,09-07-1980,0
7.86,30.46,24.36,27.41,418.41,201.93,2.75,0.83,2.87,90.24,,1.55,1.21,2.84,1.3,36.65,93.59,135,428,693.24,699.89,150,4.665933333,10-07-1980,0
4.08,30.98,22.94,26.96,416.13,264.22,3.33,1.2,3.54,91.19,,1.25,1.08,1.61,1.34,37.03,96.34,137.61,427.93,698.91,701.91,150,4.6794,11-07-1980,0
6.13,28.09,22.76,25.42,413.05,316.38,2.35,1.51,2.79,84.69,,2.47,1.91,1.7,2.72,36.5,95.7,139.48,427.83,699.51,703.73,150,4.691533333,12-07-1980,0
2.49,29.86,23.6,26.73,409.82,275.81,2.59,0.4,2.62,89.98,,1.53,1.19,1.83,1.91,37.12,96.45,141.28,427.71,702.56,703.86,150,4.6924,13-07-1980,0
7.67,29.44,23.38,26.41,408.53,281.41,1.88,0.93,2.1,91.05,,1.48,1.15,2.66,1.89,36.84,95.44,143.08,427.66,703.02,709.54,150,4.730266667,14-07-1980,0
8.21,30.22,23.15,26.68,417.55,179.64,2.48,1.21,2.76,95.99,,0.65,0.63,3.01,0.64,38.04,98.67,146.91,427.61,711.23,718.81,150,4.792066667,15-07-1980,0
26.49,28.51,22.74,25.62,415.29,165.48,2.06,1.54,2.57,91.67,,0.62,0.55,1.72,1.34,37.4,99.86,150.97,427.57,715.8,741.74,150,4.944933333,16-07-1980,0
5.35,29.2,23.37,26.28,409.98,258.95,1.85,0.71,1.98,89.79,,3.02,2.27,1.86,2.42,36.61,98.06,153.64,427.47,715.78,718.86,150,4.7924,17-07-1980,0
0.5,32.18,24.23,28.2,402.09,330.68,2.16,0.23,2.17,82.16,,3.31,2.51,2,3.22,34.74,95.77,155.57,427.33,713.41,711.4,150,4.742666667,18-07-1980,0
2.7,32.37,23.87,28.12,400.55,343.2,2.17,0.95,2.37,83.38,,3.65,2.74,2.16,3.37,32.89,93.5,156.88,427.15,710.42,710.38,150,4.735866667,19-07-1980,0
9.12,32.23,24.01,28.12,409.15,265.27,3.06,-0.36,3.08,84.67,,2.97,2.26,2.52,1.94,32.62,91.73,157.86,427.05,709.26,716.12,150,4.774133333,20-07-1980,0
8.82,31.9,24.31,28.1,412.65,260.19,2.29,0.21,2.3,94.05,,2.3,1.9,2.3,1.63,33.94,90.42,158.67,426.97,710,716.92,150,4.779466667,21-07-1980,0
33.67,31.76,23.21,27.48,415.32,196.18,1.71,-0.07,1.71,94.95,,1.37,1.25,1.85,1.44,35.03,89.68,159.37,426.87,710.95,743.37,150,4.9558,22-07-1980,0
21.55,29.42,22.05,25.74,420.94,154.42,3.56,-1.65,3.92,96.47,,1.56,1.36,2.69,0.47,38.99,92.61,160.27,426.85,718.72,738.91,150,4.926066667,23-07-1980,0
18.49,29.64,22.69,26.16,425.27,178.06,2.63,-1.73,3.15,96.28,,1.25,1.07,2.91,0.49,38.26,102.75,167.49,426.86,735.36,752.78,150,5.018533333,24-07-1980,0
24.31,28.9,23.26,26.08,429.22,110.82,2.98,2.09,3.64,93.88,,1.55,1.34,1.69,0.86,37.3,102.18,180.05,426.87,746.4,769.37,150,5.129133333,25-07-1980,0
38.12,28.66,23.44,26.05,420,143.19,3.5,1.11,3.67,92.03,,1.12,0.93,1,1.62,36.14,99.2,183.7,426.87,745.91,783.1,150,5.220666667,26-07-1980,0
22.73,28.28,22.74,25.51,417.86,222.37,4.06,0.44,4.08,88.42,,2.27,1.74,1.03,1.88,36.13,97.01,186.11,426.82,746.07,767.06,150,5.113733333,27-07-1980,0
0.25,28.48,22.99,25.74,414.8,276.09,3.14,0.32,3.16,91.48,,2.43,1.81,2.39,2.23,35.75,95.16,187.89,426.82,745.62,744.06,150,4.9604,28-07-1980,0
9.67,30.56,23.77,27.16,419.58,164.5,2.39,1.66,2.91,94.04,,2.24,1.73,2.59,0.8,38.5,97.46,189.84,426.82,752.62,760.56,150,5.0704,29-07-1980,0
29.84,28.97,23.17,26.07,418.74,83.48,3.85,1.66,4.19,96.63,,1.57,1.35,1.9,0.23,38.28,102.69,205.18,426.91,773.06,801.55,150,5.343666667,30-07-1980,0
26.15,28.38,23,25.69,418.12,114.96,4.24,1.07,4.37,93.92,,1.93,1.54,1.59,0.68,37.21,100.59,213.21,427.08,778.09,802.7,150,5.351333333,31-07-1980,0
7.72,28.76,23.22,25.99,416.99,121.06,4.38,0.92,4.48,93.78,,2.09,1.68,1.48,1.14,36.77,97.51,217.12,427.26,778.66,784.7,150,5.231333333,01-08-1980,0
17.21,29.05,22.72,25.88,420.42,62.94,4.64,1.72,4.95,96.49,,0.86,0.78,2.56,0.2,38.95,98.28,220.22,427.48,784.93,801.36,150,5.3424,02-08-1980,0
5.92,27.27,22.25,24.76,419.22,37.24,3.18,2.92,4.32,96.9,,0.94,0.8,2.02,0.15,38.84,101.25,225.77,427.8,793.66,798.78,150,5.3252,03-08-1980,0
8.72,27.1,21.62,24.36,412.46,130.65,3.62,1.75,4.02,91.47,,1.46,1.23,1.59,1,36.99,98.72,236.18,428.24,800.13,807.62,150,5.384133333,04-08-1980,0
3.88,27.49,22.36,24.92,412.25,309.01,3.57,1.84,4.02,88.17,,1.61,1.29,1.24,2.71,36.06,95.38,239.26,428.76,799.46,802.05,150,5.347,05-08-1980,0
3.88,28.83,22.54,25.68,416.61,276.88,4.34,1.09,4.47,93.37,,1.09,0.94,1.33,1.25,36.17,93.46,240.77,429.33,799.73,802.67,150,5.351133333,06-08-1980,0
6.55,28.58,21.79,25.18,409.51,285.88,4.01,0.56,4.05,90.96,,0.92,0.79,2.74,2.14,35.33,92.14,241.57,429.95,798.99,804.75,150,5.365,07-08-1980,0
6.32,28.41,22.58,25.49,409.17,263.27,3.9,0.86,3.99,88.51,,2.61,2.07,1.74,2.28,34.44,91.01,241.95,430.52,797.92,802.17,150,5.3478,08-08-1980,0
7.22,29.22,23.25,26.24,412.62,244.11,3.02,0.99,3.18,89.12,,2.57,1.97,2.45,1.82,35.25,90.28,242.1,431.13,798.76,804.01,150,5.360066667,09-08-1980,0
7.1,30,23.11,26.56,409.97,238.73,2.61,1.53,3.03,89.79,,1.96,1.49,2.45,1.58,35.9,90.14,242.19,431.76,799.99,805.6,150,5.370666667,10-08-1980,0
8.24,29.63,22.82,26.22,405.54,324.88,3.48,1.46,3.77,82.64,,2.98,2.23,1.71,2.48,35.5,90.47,242.22,432.32,800.51,806.52,150,5.3768,11-08-1980,0
5,29.91,23.55,26.73,400.98,331.11,2.76,1.13,2.98,83.35,,3.04,2.31,0.51,3.99,32.45,89.45,242.1,432.78,796.78,799.47,150,5.3298,12-08-1980,0
1.94,31.24,23.65,27.44,404.78,330.62,2.07,1.41,2.5,89.5,,3.18,2.46,3.02,2.35,31.22,88.25,241.75,433.27,794.49,793.97,150,5.293133333,13-08-1980,0
5.1,31.29,23.72,27.5,412.98,327.92,1.49,1.59,2.18,86.19,,3.18,2.47,2.26,2.64,30.67,87.25,241.3,433.75,792.97,795.6,150,5.304,14-08-1980,0
5.96,31.84,24.02,27.93,415,310.04,1.2,1.74,2.11,86.19,,2.62,2.04,2.57,2.54,29.96,86.41,240.7,434.19,791.26,795.18,150,5.3012,15-08-1980,0
4.24,31.74,23.48,27.61,419.36,328.43,1.61,1.22,2.02,91.61,,2.63,2.01,2.51,2.08,30.57,85.7,240.1,434.62,790.99,793.22,150,5.288133333,16-08-1980,0
1.44,31.36,24,27.68,427.84,276.3,2.72,0.56,2.78,93.73,,2.45,1.97,1.97,1.03,35.82,85.96,239.68,435.18,796.64,796.11,150,5.3074,17-08-1980,0
3.25,31.42,24.59,28.01,429.86,255.56,2.33,-0.07,2.33,95.51,,2.48,2.03,1.81,1.32,38.54,89.51,239.62,435.68,803.35,804.57,150,5.3638,18-08-1980,0
5.98,30.79,23.72,27.26,423.81,190.63,1.56,-0.25,1.58,94.68,,2.11,1.75,1.81,0.95,38.32,93.27,240.5,436.18,808.27,812.5,150,5.416666667,19-08-1980,0
39.11,32.07,23.42,27.74,426.72,270.32,1.49,0.87,1.73,94.3,,2.12,1.78,2.74,1.5,38.37,94.51,242.07,436.72,811.67,849,150,5.66,20-08-1980,0
21.85,30.02,23.08,26.55,424.06,166.89,1.26,1.43,1.91,94.34,,1.64,1.44,2.7,0.67,38.48,96.55,244.43,437.36,816.82,837.23,150,5.581533333,21-08-1980,0
25.58,28.54,23,25.77,423.82,229.94,2.17,1.91,2.89,96.88,,1.17,1.01,2.34,0.98,38.57,96.76,247.59,438.09,821.01,845.58,150,5.6372,22-08-1980,0
3.06,27.46,23.02,25.24,426.79,104.47,3.94,1.24,4.13,93.19,,0.99,0.82,1.5,0.96,36.89,95.74,250.88,438.94,822.45,824.69,150,5.497933333,23-08-1980,0
1,28.48,23.18,25.83,414.02,286.44,4.64,0.5,4.67,88.72,,2.15,1.69,1.05,2.47,34.62,93.23,252.37,439.83,820.05,819.36,150,5.4624,24-08-1980,0
2.46,29.25,23.47,26.36,404.64,259.82,4.99,-0.09,4.99,82.86,,2.64,2.15,3.8,2.42,33.73,91.33,252.68,440.71,818.45,818.76,150,5.4584,25-08-1980,0
5.77,30.26,23.3,26.78,408.95,192.34,4.2,1.22,4.37,87.06,,0.81,0.73,2.31,1.92,32.98,89.92,252.46,441.63,816.99,822.03,150,5.4802,26-08-1980,0
7.81,29.64,23.46,26.55,406.69,279.72,4.83,1.4,5.03,79.81,,2.49,2.03,1.25,3.22,31.17,88.72,251.82,442.48,814.19,819.97,150,5.466466667,27-08-1980,0
1.71,29.46,23.54,26.5,403.1,288.19,4.48,0.77,4.55,87.93,,2.73,2.19,2.49,2.53,30.3,87.71,251.07,443.33,812.41,811.93,150,5.412866667,28-08-1980,0
0.68,28.8,22.77,25.78,417.32,92.98,2.89,0.61,2.95,89.65,,1.43,1.12,1.24,0.99,30.86,86.98,250.36,444.21,812.41,811.97,150,5.413133333,29-08-1980,0
0,30.21,22.66,26.44,392.44,344.77,2.36,-0.03,2.36,81.79,,3.29,2.66,0.19,4.18,27.95,86.15,249.25,444.84,808.19,805.53,150,5.3702,30-08-1980,0
2.97,30.68,23.28,26.98,400.39,294.77,2.36,-0.1,2.36,89.65,,3.25,2.72,2.28,2.19,27.56,85.5,248.27,445.54,806.87,807.12,150,5.3808,31-08-1980,0
8.59,31.02,23.58,27.3,413.62,276.31,2.34,-0.61,2.42,92.26,,2.85,2.35,2.57,1.97,27.55,84.96,247.34,446.19,806.04,812.28,150,5.4152,01-09-1980,0
13.77,31.04,23.31,27.17,425.92,130.21,2.55,-1.19,2.81,96.47,,1.97,1.67,2.02,0.29,34.81,84.98,246.66,446.96,813.41,825.51,150,5.5034,02-09-1980,0
12.89,29.58,22.92,26.25,429.13,139.31,3.26,1.86,3.75,96.49,,0.84,0.76,1.7,0.74,38.53,87.39,246.07,447.64,819.63,831.76,150,5.545066667,03-09-1980,0
12.22,29.04,23.07,26.06,427.27,71.39,2.95,2.27,3.72,94.77,,0.6,0.58,1.38,0.67,36.55,89.94,246.01,448.31,820.81,832.45,150,5.549666667,04-09-1980,0
17.26,29.31,23.32,26.32,429.43,143.29,3.54,1.06,3.7,95.06,,0.81,0.73,1.33,1.03,36.79,90.36,246.15,449,822.3,838.83,150,5.5922,05-09-1980,0
10.17,29.7,23.4,26.55,415.15,226.26,2.3,-0.48,2.35,91.93,,0.95,0.85,1.96,1.03,36.93,90.98,246.37,449.7,823.98,833.3,150,5.555333333,06-09-1980,0
5.93,29.76,23.36,26.56,414.45,242.28,2.07,-1.47,2.54,92.59,,1.23,1.12,2.81,1.4,36.22,90.92,246.64,450.34,824.12,828.93,150,5.5262,07-09-1980,0
19.66,30.86,22.59,26.72,413.21,228.01,3.08,-1.34,3.36,91.09,,2.31,1.97,2.77,1.18,35.94,90.58,246.83,451.01,824.36,842.05,150,5.613666667,08-09-1980,0
16.38,28.79,21.6,25.2,417.95,150.95,3.61,-1.34,3.85,92.43,,1.7,1.49,1.61,1.16,36.59,90.6,247,451.73,825.92,840.81,150,5.6054,09-09-1980,0
17.25,28.15,22.09,25.12,418.38,211.15,2.8,-1.25,3.07,95.2,,0.71,0.68,1.09,1.03,36.36,90.74,247.17,452.49,826.76,843.33,150,5.6222,10-09-1980,0
11.43,28.28,22.72,25.5,422.9,159.88,2.04,-1.59,2.59,96.63,,1.68,1.54,2.05,0.32,38.84,92.17,247.51,453.22,831.74,841.63,150,5.610866667,11-09-1980,0
24.97,29.1,23.08,26.09,423.57,207.5,3.12,-1.28,3.37,96.62,,1.68,1.52,2.57,0.37,38.7,97.46,251.44,454.07,841.67,865.12,150,5.767466667,12-09-1980,0
19.55,28.94,22.53,25.74,417.22,213.08,2.98,-0.68,3.06,94.52,,1.05,0.98,1.79,0.67,37.89,96.72,255.47,455.17,845.25,863.82,150,5.7588,13-09-1980,0
4.44,28.49,22.16,25.32,412.86,172.67,2.29,-0.59,2.36,94.36,,1.76,1.55,2.94,0.73,37.78,95.11,257.95,456.49,847.33,850.22,150,5.668133333,14-09-1980,0
20.3,29.52,22.7,26.11,407.73,224.59,1.28,-1.16,1.73,95.07,,2.56,2.22,3.03,0.76,37.71,94.1,259.41,457.97,849.19,867.27,150,5.7818,15-09-1980,0
44.05,30.33,22.59,26.46,422.38,189.16,1.12,-0.54,1.24,94.05,,2.74,2.38,2.62,1.18,36.44,92.86,260.16,459.47,848.93,890.6,150,5.937333333,16-09-1980,0
24.09,30.75,23.1,26.92,426.51,80.91,3.2,-0.78,3.29,96.87,,1.15,1.11,1.55,0.41,38.6,94.24,260.98,461.11,854.93,877.91,150,5.852733333,17-09-1980,0
52.63,30.53,23.53,27.03,419.96,139.12,2.76,1.24,3.03,95.58,,1.09,1.03,1.48,0.44,38.06,95.74,265.1,463.3,862.2,913.8,150,6.092,18-09-1980,0
9.8,29.18,23.42,26.3,412.56,230.2,1.79,1.97,2.66,93.67,,2.95,2.59,1.64,1.8,36.1,93.43,266.09,465.94,861.56,868.77,150,5.7918,19-09-1980,0
4.07,30.33,23.78,27.06,394.96,321.12,1.36,0.74,1.55,87.28,,3.36,2.99,0.5,3.42,32.87,91.13,265.62,467.99,857.61,858.69,150,5.7246,20-09-1980,0
4.76,31.9,23.15,27.52,402.9,316.46,1.17,-1.16,1.65,87.95,,2.93,2.6,0.47,3.26,30.88,89.3,264.31,469.95,854.44,856.6,150,5.710666667,21-09-1980,0
0.02,31.52,23.47,27.49,395.35,324.14,0.02,-1.06,1.06,88.43,,3.25,2.81,1.66,2.97,29.07,87.96,262.62,471.66,851.31,848.52,150,5.6568,22-09-1980,0
2.04,32.14,23.43,27.78,404.26,227.94,-0.05,0.73,0.73,90.5,,3.15,2.75,2.37,1.59,29.03,87.02,260.97,473.35,850.37,849.66,150,5.6644,23-09-1980,0
0.01,31.73,23.46,27.6,401.51,269.38,-0.19,0.85,0.87,86.16,,3.27,2.87,1.52,2.23,27.57,86.18,259.15,474.74,847.64,844.78,150,5.631866667,24-09-1980,0
3,31.32,23.26,27.29,398.49,313.78,1.41,0.02,1.41,86.07,,3.41,2.98,0.53,3.05,25.74,85.51,257.4,476.02,844.67,844.69,150,5.631266667,25-09-1980,0
0.01,32.22,23.14,27.68,394,305.6,1.71,0.08,1.71,83.7,,3.54,3.04,1.13,3.04,23.98,84.94,255.64,477.12,841.68,838.65,150,5.591,26-09-1980,0
0,32.7,23.38,28.04,389.63,327.79,1.56,0.31,1.59,79.84,,3.52,3.01,0.01,3.39,21.64,84.45,253.94,478.08,838.11,835.1,150,5.567333333,27-09-1980,0
0.77,33.25,23.41,28.33,394.76,302.16,1.21,-0.58,1.34,81.61,,3.53,2.99,0.78,2.83,20.07,84.06,252.31,478.92,835.36,833.14,150,5.554266667,28-09-1980,0
0.01,33.83,23.68,28.76,388.78,296.55,1.06,-1.63,1.94,77.22,,3.35,2.81,0.03,3.07,18.14,83.68,250.74,479.66,832.22,829.42,150,5.529466667,29-09-1980,0
0,33.56,22.99,28.28,381.65,319.01,0.39,-1.71,1.75,71.86,,3.27,2.74,0.04,3.05,16.1,83.33,249.23,480.33,828.99,826.25,150,5.508333333,30-09-1980,0
2.06,33.42,22.44,27.93,373.27,315.07,-0.25,-2.24,2.25,63.54,,3.47,2.89,0.11,2.76,14.27,82.99,247.79,480.86,825.91,825.08,150,5.500533333,01-10-1980,0
0,33.3,21.62,27.46,365.93,301.24,0.32,-2.65,2.67,60.77,,3.67,3.06,0,2.46,12.72,82.67,246.42,481.38,823.19,820.13,150,5.467533333,02-10-1980,0
0,32.85,21.16,27.01,366.15,328.84,1.04,-2.19,2.42,63.17,,3.74,3.11,0,2.2,11.25,82.38,245.11,481.82,820.56,817.45,150,5.449666667,03-10-1980,0
0,33.4,21.34,27.37,375.71,328.07,0.85,-1.34,1.59,59.62,,3.47,2.87,0,2.03,9.94,82.11,243.89,482.17,818.11,815.24,150,5.434933333,04-10-1980,0
0,34.18,21.12,27.65,373.48,286.11,0.07,-2.39,2.39,56.76,,3.19,2.64,0.01,1.78,8.89,81.84,242.7,482.54,815.97,813.33,150,5.4222,05-10-1980,0
0,34.26,21.46,27.86,364.93,326.09,-0.65,-2.28,2.37,54.57,,3.56,2.95,0,1.64,7.97,81.6,241.6,482.87,814.04,811.09,150,5.407266667,06-10-1980,0
0,33.61,21.15,27.38,369.48,324.05,-0.76,-1.49,1.67,55.84,,3.59,2.98,0,1.46,7.18,81.36,240.52,483.14,812.2,809.22,150,5.3948,07-10-1980,0
0,33.54,21.61,27.58,387.94,319.69,-0.65,-0.98,1.18,66.69,,3.29,2.73,0.06,1.23,6.52,81.14,239.49,483.37,810.52,807.79,150,5.385266667,08-10-1980,0
0,33.61,22.27,27.94,384.71,311.98,-0.18,-1.04,1.06,70.16,,3.22,2.68,0.12,1.12,6.03,80.91,238.49,483.59,809.02,806.34,150,5.3756,09-10-1980,0
0,33.72,22.51,28.12,393.03,287.72,-0.41,-0.72,0.83,62.23,,3.16,2.64,0.66,1.05,5.63,80.67,237.5,483.76,807.56,804.92,150,5.366133333,10-10-1980,0
0,33.51,22.71,28.11,385.11,297.08,-0.72,-2.11,2.23,63.22,,3.29,2.75,0.83,1.04,5.34,80.41,236.52,483.91,806.18,803.43,150,5.3562,11-10-1980,0
