prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,3082
0,29.48,13.55,21.52,332.67,257.58,-1.45,0.64,1.6,36.97,3.45,2.12,1.03,0,0.06,2.23,64.45,180.71,489.44,736.83,735.8,125,5.8864,29-12-2001,0.071
0,29.28,12.62,20.95,340.03,223.14,-0.89,1.41,1.67,41.88,3.01,2.04,0.97,0,0.06,2.23,64.32,180.39,489.39,736.33,735.36,125,5.88288,30-12-2001,0.06
0,29,13.59,21.3,353.76,257.4,-0.62,1.23,1.39,37.89,3.21,2.2,1.02,0,0.07,2.23,64.19,180.09,489.29,735.8,734.78,125,5.87824,31-12-2001,0.058
0,28.2,12.28,20.24,314.09,259.51,-0.93,-1.22,1.63,37.45,3.72,2.13,0.98,0,0.07,2.23,64.06,179.78,489.17,735.24,734.26,125,5.87408,01-01-2002,0.056733333
0,27.73,10.32,19.02,308.44,265.65,-1.33,-0.8,1.57,31.58,3.75,2.05,0.93,0,0.07,2.23,63.92,179.48,489.07,734.7,733.77,125,5.87016,02-01-2002,0.055931111
0,26.82,8.49,17.66,301.76,267.33,-1.52,-1.12,1.89,29.53,3.56,2.04,0.94,0,0.08,2.23,63.79,179.17,489,734.19,733.25,125,5.866,03-01-2002,0.05
0,25.89,8.59,17.24,305.12,260.19,-1.49,-0.87,1.75,32.64,3.51,2.09,0.91,0,0.08,2.23,63.67,178.87,488.93,733.7,732.79,125,5.86232,04-01-2002,0.048333333
0,26.27,9.48,17.88,334.99,258.95,-1.08,-0.75,1.35,36.64,3.61,2.18,0.93,0,0.07,2.23,63.54,178.57,488.81,733.15,732.22,125,5.85776,05-01-2002,0.047277778
0,26.94,11.97,19.46,361.59,119.49,-0.27,-0.38,0.57,71.37,2.14,1.31,0.73,0.68,0.02,2.64,63.44,178.33,488.73,733.14,732.41,125,5.85928,06-01-2002,0
0,24.4,11.63,18.02,351.24,188.18,0.18,-0.92,0.98,77.44,2.42,1.98,1.56,0,0.05,3.6,63.37,178.17,488.69,733.83,732.27,125,5.85816,07-01-2002,0
0,26.13,12.57,19.35,340.1,250.03,-1.06,-0.94,1.42,50.91,2.73,2.11,1.27,0.01,0.12,3.74,63.27,177.92,488.63,733.56,732.29,125,5.85832,08-01-2002,0
0,27.82,12.01,19.92,326.45,263.38,-1.26,-0.46,1.38,44.76,3.35,2.25,1.54,0,0.09,3.67,63.15,177.63,488.52,732.97,731.43,125,5.85144,09-01-2002,0
0,27.77,11.06,19.42,316.88,267.7,-0.84,-0.89,1.34,42.05,3.56,2.23,1.28,0,0.1,3.57,63.04,177.36,488.44,732.41,731.13,125,5.84904,10-01-2002,0
0,27.58,10.15,18.86,319.97,268.93,0.28,0.36,0.5,38.93,3.34,2.24,1.07,0,0.06,3.49,62.93,177.1,488.37,731.89,730.82,125,5.84656,11-01-2002,0
0,28.28,10.28,19.28,311.61,271.31,-0.72,-0.53,0.92,40.39,3.26,2.26,1.01,0,0.09,3.4,62.83,176.84,488.26,731.33,730.32,125,5.84256,12-01-2002,0
0,29.22,10.74,19.98,325.94,268.1,-0.31,1.19,1.24,33.42,3.28,2.33,1.02,0,0.12,3.31,62.73,176.57,488.2,730.81,729.79,125,5.83832,13-01-2002,0
0,30.03,11.74,20.88,337.14,268.49,-0.1,1.48,1.51,35.89,3.52,2.35,1,0,0.12,3.22,62.63,176.33,488.08,730.26,729.26,125,5.83408,14-01-2002,0
0,31.51,13.38,22.44,355.73,266.55,-0.32,2.66,2.69,42.27,4.02,2.44,1.02,0,0.18,3.14,62.54,176.09,488.04,729.81,728.79,125,5.83032,15-01-2002,0
0,31.6,14.65,23.12,359.74,264.34,0.58,1.73,1.84,42.09,3.86,2.52,1.02,0,0.1,3.06,62.45,175.83,487.92,729.26,728.24,125,5.82592,16-01-2002,0
0,31.28,14.77,23.02,356.09,266.78,0.51,3.08,3.13,45.55,4.06,2.54,1,0,0.21,2.99,62.35,175.58,487.84,728.76,727.76,125,5.82208,17-01-2002,0
0,30.6,15.43,23.02,382.07,267.28,0,2.47,2.51,49.55,4.24,2.57,0.99,0,0.21,2.92,62.25,175.32,487.75,728.24,727.25,125,5.818,18-01-2002,0
0,28.94,16.59,22.76,386.65,257.66,-0.29,3.09,3.11,45.32,3.7,2.37,0.91,0,0.19,2.86,62.15,175.06,487.66,727.73,726.82,125,5.81456,19-01-2002,0
0,29.74,16.72,23.23,368.53,267.64,1.11,0.86,1.45,47.48,3.61,2.17,0.79,0,0.21,2.8,62.06,174.82,487.54,727.22,726.43,125,5.81144,20-01-2002,0
0,29.95,17.29,23.62,399.59,267.32,-0.32,2.04,2.09,57.77,3.17,2.31,1.05,0.22,0.16,2.76,61.97,174.58,487.49,726.8,725.75,125,5.806,21-01-2002,0
0.05,29.57,18.78,24.18,398.29,206.83,-0.6,0.86,1.17,66.11,1.95,1.53,0.7,0.03,0.15,2.93,61.9,174.37,487.44,726.64,725.99,125,5.80792,22-01-2002,0
0.51,29.42,17.87,23.65,369.59,205.1,-0.36,-0.93,1.05,68.44,2.49,1.95,0.78,-0.01,0.16,2.99,61.82,174.16,487.35,726.32,726.05,125,5.8084,23-01-2002,0
0,29.37,15.74,22.56,335.65,275.95,1.69,-1.78,2.48,38.99,3.74,2.55,0.91,0,0.22,2.93,61.73,173.93,487.24,725.83,724.92,125,5.79936,24-01-2002,0
0,29.05,12.81,20.93,322.9,282.59,0.04,-0.57,0.84,41.53,3.61,2.46,0.84,0,0.19,2.85,61.65,173.69,487.14,725.33,724.49,125,5.79592,25-01-2002,0
0,28.03,12.1,20.07,327.08,285.01,0.36,0.61,0.72,32.17,3.71,2.52,0.84,0,0.21,2.79,61.57,173.45,487.08,724.89,724.05,125,5.7924,26-01-2002,0
0,29.27,13.92,21.6,334.35,282.39,1.22,-1.09,1.68,27.37,4.07,2.48,0.8,0,0.24,2.72,61.48,173.22,486.99,724.41,723.61,125,5.78888,27-01-2002,0
0,28.9,13.56,21.23,326.09,283.24,-1.44,-2.71,3.07,28.73,4.37,2.53,0.8,0,0.24,2.66,61.4,172.98,486.92,723.96,723.16,125,5.78528,28-01-2002,0
0,25.5,11.83,18.66,330.03,278.04,-1.71,-1.66,2.41,34.76,4.45,2.47,0.76,0,0.21,2.61,61.3,172.72,486.83,723.46,722.7,125,5.7816,29-01-2002,0
0,26.34,12.09,19.22,323.81,287.09,-1.45,-2.06,2.54,31.75,4.29,2.5,0.75,0,0.2,2.56,61.21,172.46,486.68,722.91,722.16,125,5.77728,30-01-2002,0
0,25.27,12.22,18.74,330.84,287.41,-1.05,-1.16,1.58,33.47,4.17,2.6,0.75,0,0.24,2.51,61.13,172.21,486.62,722.47,721.72,125,5.77376,31-01-2002,0
0,27.69,12.37,20.03,330.37,290.49,-0.39,0.03,0.47,37.73,4.24,2.57,0.73,0,0.23,2.47,61.04,171.98,486.52,722.01,721.28,125,5.77024,01-02-2002,0
0,28.98,12.55,20.76,337.87,288.24,-0.91,-0.96,1.37,34.86,4.19,2.49,0.69,0,0.26,2.43,60.97,171.74,486.45,721.59,720.9,125,5.7672,02-02-2002,0
0,29.34,13.88,21.61,337.64,291.29,-0.89,-0.18,1.02,35.33,4.61,2.5,0.67,0,0.21,2.4,60.9,171.52,486.35,721.17,720.5,125,5.764,03-02-2002,0
0,29.17,12.54,20.86,359.14,291.44,-1.42,0.59,1.56,35.71,4.42,2.66,0.81,0,0.19,2.37,60.82,171.31,486.26,720.76,719.95,125,5.7596,04-02-2002,0
0,30.21,15.67,22.94,390.68,287.08,-1.06,3.12,3.31,37.27,4.62,2.86,0.76,0.01,0.28,2.35,60.75,171.1,486.16,720.36,719.6,125,5.7568,05-02-2002,0
0,30.73,17.33,24.03,401.13,271.08,-0.67,3.56,3.63,40.72,4.47,2.66,1.22,0.07,0.27,2.33,60.69,170.89,486.1,720.01,718.79,125,5.75032,06-02-2002,0
0.43,31.01,19.3,25.16,380.21,262.83,-0.04,3.13,3.15,41.35,3.43,2.04,1.34,0.1,0.3,2.34,60.62,170.67,485.96,719.59,718.68,125,5.74944,07-02-2002,0
0.66,29.45,19.27,24.36,396.63,249.48,-0.46,2.55,2.6,50.57,2.62,1.67,0.95,0.14,0.24,2.55,60.55,170.47,485.93,719.5,719.21,125,5.75368,08-02-2002,0
2.06,28,17.17,22.58,392.98,257.95,-0.43,0.52,0.7,57.04,3.24,2.12,0.95,0,0.24,2.61,60.49,170.28,485.86,719.24,720.35,125,5.7628,09-02-2002,0
0,27.78,16.72,22.25,392.19,284.97,-1.18,1.74,2.11,45.19,4.5,2.87,1.04,0.01,0.28,2.56,60.42,170.08,485.74,718.8,717.76,125,5.74208,10-02-2002,0
0,29.97,18.61,24.29,384.48,272.92,0.65,0.41,0.85,55.04,4.47,2.82,0.81,0.49,0.21,2.58,60.36,169.88,485.65,718.47,717.66,125,5.74128,11-02-2002,0
0,30.29,18.2,24.24,377.04,237.26,-0.38,-1.83,1.9,52.77,3.91,2.6,0.68,0.3,0.26,2.69,60.3,169.69,485.58,718.26,717.58,125,5.74064,12-02-2002,0
0,29.62,16.89,23.26,378.77,296.82,-1.06,-2.02,2.28,39.45,4.68,2.94,1.02,0,0.29,2.63,60.24,169.5,485.52,717.89,716.87,125,5.73496,13-02-2002,0
0,30.75,16.65,23.7,371.39,299.82,-0.32,-1.31,1.37,39.77,4.55,2.98,0.8,0,0.3,2.56,60.18,169.3,485.41,717.45,716.65,125,5.7332,14-02-2002,0
0,31.33,16.69,24.01,371,300.13,0.44,-0.64,0.99,39.74,4.43,2.98,0.73,0,0.32,2.5,60.13,169.12,485.35,717.1,716.37,125,5.73096,15-02-2002,0
0,31.67,16.28,23.98,359.23,306.79,-1.35,-0.53,1.46,31.68,4.96,2.91,0.69,0,0.31,2.44,60.07,168.94,485.23,716.68,715.99,125,5.72792,16-02-2002,0
0,32.87,16.05,24.46,354.69,311.71,-1.57,0.18,1.6,24.64,4.95,2.94,0.69,0,0.3,2.39,60.02,168.76,485.15,716.32,715.63,125,5.72504,17-02-2002,0
0,33.95,17.66,25.8,377.48,290.57,-0.44,-1.55,1.75,37.75,4.44,2.86,0.76,0.03,0.32,2.37,59.97,168.58,485.08,716,715.24,125,5.72192,18-02-2002,0
0.06,31.57,18.11,24.84,369.13,133.78,1.3,0.14,1.43,49.2,3.68,2.15,0.63,0.01,0.2,2.42,59.91,168.39,485.03,715.75,715.18,125,5.72144,19-02-2002,0
0,31.59,16.59,24.09,395.02,306.15,-0.07,1.04,1.09,34.27,4.29,2.95,0.67,0.01,0.21,2.4,59.86,168.21,484.94,715.41,714.74,125,5.71792,20-02-2002,0
0,33.12,17.97,25.54,386.22,308.69,-0.18,0.18,0.47,37.94,4.65,3.1,0.66,0.04,0.29,2.36,59.82,168.06,484.89,715.13,714.47,125,5.71576,21-02-2002,0
0,34.51,18.84,26.67,381.95,311.94,-0.98,1.75,2.01,31.03,4.77,3.07,0.69,0,0.29,2.32,59.78,167.92,484.75,714.77,714.08,125,5.71264,22-02-2002,0
0,34.72,20.67,27.7,385.21,310.62,0.3,1.74,1.77,32.47,4.75,2.93,0.59,0.01,0.29,2.29,59.73,167.78,484.71,714.51,713.92,125,5.71136,23-02-2002,0
0,35.18,20.25,27.72,402.65,314.27,-0.09,1.27,1.27,31.75,4.62,2.72,0.53,0.41,0.26,2.28,59.69,167.63,484.64,714.24,713.71,125,5.70968,24-02-2002,0
0,35.11,20.28,27.7,374.46,315.37,0.69,0.91,1.38,31.86,5.04,2.87,0.6,0.02,0.29,2.26,59.65,167.49,484.59,713.99,713.39,125,5.70712,25-02-2002,0
0,34.35,18.42,26.38,369.59,318.42,-0.98,-1.09,1.47,34.8,5.21,3.06,0.61,0,0.32,2.24,59.61,167.33,484.49,713.67,713.06,125,5.70448,26-02-2002,0
0,33.21,17.67,25.44,384.31,317.22,-1.19,-0.08,1.2,33.45,4.92,3.21,0.58,0,0.3,2.23,59.56,167.15,484.4,713.34,712.76,125,5.70208,27-02-2002,0
0,34.27,18.21,26.24,397.86,317.47,-0.38,1.41,1.47,32.32,4.74,3.26,0.56,0.02,0.29,2.22,59.52,167.01,484.36,713.11,712.55,125,5.7004,28-02-2002,0
0,35.58,19.7,27.64,386.21,308.06,-0.23,1.9,1.92,33.62,5.22,3.19,0.55,0.06,0.29,2.24,59.48,166.87,484.27,712.86,712.31,125,5.69848,01-03-2002,0
0,36.23,19.96,28.1,396.44,318.65,1.33,1.67,2.17,36.32,5.59,3.11,0.5,0.01,0.28,2.27,59.44,166.72,484.19,712.62,712.12,125,5.69696,02-03-2002,0
0,36.5,19.91,28.2,358.57,327,-0.11,-2.96,2.96,24.61,5.87,3.31,0.54,0,0.33,2.27,59.4,166.57,484.12,712.36,711.82,125,5.69456,03-03-2002,0
0,33.89,16.89,25.39,344.18,331.49,-0.91,-0.77,1.21,33.19,5.63,3.22,0.49,0,0.33,2.23,59.36,166.41,484.01,712.01,711.52,125,5.69216,04-03-2002,0
0,32.56,15.37,23.96,353,337.18,-1.07,0.13,1.08,22.47,5.29,3.26,0.48,0,0.3,2.22,59.31,166.25,483.98,711.76,711.28,125,5.69024,05-03-2002,0
0,34.11,17.74,25.92,404.85,311.02,0.25,0.97,1.02,36.41,4.94,3.11,0.44,0,0.23,2.25,59.28,166.11,483.92,711.56,711.12,125,5.68896,06-03-2002,0
0,35.02,19.57,27.3,416.33,301.24,-1.09,1.65,1.99,38.81,5.02,3.09,0.44,1.29,0.31,2.43,59.24,165.97,483.8,711.44,711,125,5.688,07-03-2002,0
0,35.16,21.31,28.24,395.4,326.15,-0.8,2.72,2.86,39.67,5.78,3.33,0.44,0,0.35,3.5,59.2,165.83,483.72,712.25,711.81,125,5.69448,08-03-2002,0
0,35.11,21.6,28.36,392.89,331.75,-0.21,2,2.02,41.2,5.28,3.44,0.44,0.03,0.34,3.37,59.16,165.7,483.67,711.9,711.46,125,5.69168,09-03-2002,0
0,35.64,21.11,28.38,371.33,332.5,1.45,-0.71,1.75,26.47,5.29,3.41,0.42,0,0.31,3.21,59.13,165.57,483.57,711.48,711.06,125,5.68848,10-03-2002,0
0,36,19.25,27.62,360.12,342.89,0,-2.54,2.54,16.6,6.19,3.44,0.41,0,0.31,3.05,59.1,165.44,483.56,711.15,710.74,125,5.68592,11-03-2002,0
0,36.87,19.26,28.06,356.15,294.12,-1.64,-2.14,2.7,19.84,6.42,3.32,0.38,0,0.33,2.92,59.07,165.32,483.5,710.81,710.43,125,5.68344,12-03-2002,0
0,35.98,20.07,28.02,370.1,335.53,-1.81,-1.17,2.16,14.23,6.56,3.37,0.38,0,0.29,2.81,59.03,165.21,483.44,710.49,710.11,125,5.68088,13-03-2002,0
0,35.61,20.44,28.02,400.09,334,0.11,-1.74,1.76,22.77,5.84,3.37,0.36,0.17,0.27,2.72,59,165.08,483.37,710.17,709.81,125,5.67848,14-03-2002,0
0,34.36,19.82,27.09,382.21,319.29,-0.25,-1.93,1.98,36.57,4.91,2.84,0.34,0.01,0.35,3.14,58.97,164.96,483.25,710.32,709.98,125,5.67984,15-03-2002,0
0,33.26,18.9,26.08,376.06,342.4,-0.05,-1.08,1.14,26.27,5.47,3.39,0.36,0.03,0.26,3.01,58.94,164.84,483.2,709.99,709.63,125,5.67704,16-03-2002,0
0,35.43,19.06,27.24,357.03,352.12,-0.52,-0.73,1.14,22.05,5.84,3.51,0.35,0,0.3,2.87,58.91,164.74,483.16,709.68,709.33,125,5.67464,17-03-2002,0
0,36.68,20.49,28.58,348.79,351.96,-0.51,-0.79,1.03,29.34,5.9,3.5,0.34,0,0.29,2.74,58.89,164.63,483.11,709.37,709.03,125,5.67224,18-03-2002,0
0,37.19,18.52,27.85,339.4,362.1,-1.21,-0.16,1.23,20.61,5.89,3.51,0.33,0,0.29,2.63,58.86,164.53,483.08,709.1,708.77,125,5.67016,19-03-2002,0
0,37.54,19.36,28.45,347.65,361.4,-0.45,0.57,0.73,13.82,5.62,3.53,0.32,0,0.23,2.53,58.83,164.43,483,708.79,708.47,125,5.66776,20-03-2002,0
0,38,19.72,28.86,366.72,357.77,0.19,2.3,2.32,15.99,6.19,3.52,0.37,0,0.26,2.45,58.81,164.33,482.94,708.53,708.16,125,5.66528,21-03-2002,0
0,37.89,23.34,30.62,376.98,287.25,1.42,-0.16,1.53,25.22,6.04,3.28,0.29,0,0.26,2.4,58.79,164.22,482.85,708.26,707.97,125,5.66376,22-03-2002,0
0,37.75,20.38,29.06,364.34,357.21,1.36,-0.18,1.42,16.91,6.01,3.58,0.3,0,0.23,2.34,58.77,164.13,482.82,708.06,707.76,125,5.66208,23-03-2002,0
0,38.25,20.89,29.57,365.43,359.47,2.1,-0.38,2.16,13.27,6.4,3.63,0.3,0,0.21,2.3,58.74,164.05,482.81,707.9,707.6,125,5.6608,24-03-2002,0
0,38.9,21.81,30.35,403.64,354.49,-0.31,0.44,1.06,19.53,6.1,3.66,0.29,0.02,0.21,2.26,58.72,163.96,482.75,707.69,707.4,125,5.6592,25-03-2002,0
0,39.2,21.6,30.4,415.1,351.9,-1.11,1.86,2.22,26.39,6.04,3.6,0.28,0.15,0.21,2.25,58.7,163.88,482.66,707.49,707.21,125,5.65768,26-03-2002,0
0,39.13,23.7,31.42,409.62,345.73,0.96,0.95,1.4,24.82,5.91,3.39,0.57,0,0.19,2.26,58.68,163.79,482.62,707.35,706.78,125,5.65424,27-03-2002,0
3.32,39.06,23.36,31.21,425.05,349.07,0.78,1.37,1.64,33.09,5.79,3.73,0.43,0.2,0.23,2.27,58.65,163.68,482.58,707.18,710.07,125,5.68056,28-03-2002,0
0,38.51,24,31.26,392.5,327.79,-1.39,1.23,1.9,49.51,5.41,3.64,0.51,0.12,0.29,2.46,58.62,163.57,482.5,707.15,706.64,125,5.65312,29-03-2002,0
0,38.12,22.66,30.39,404.86,329.48,-0.15,1.06,1.14,37.68,5.06,3.6,0.35,0.01,0.23,2.54,58.6,163.46,482.48,707.08,706.73,125,5.65384,30-03-2002,0
0,38.13,22.72,30.42,413.39,346.53,0.48,1.65,1.76,21.92,5.66,3.91,0.3,0.01,0.2,2.48,58.58,163.37,482.39,706.82,706.52,125,5.65216,31-03-2002,0
0,38.69,24.23,31.46,372.08,355.55,1.75,2.02,2.89,21.59,6.82,3.6,0.25,0,0.18,2.39,58.56,163.3,482.38,706.63,706.38,125,5.65104,01-04-2002,0
0.75,40.34,25.85,33.1,423.43,350.8,1.36,1.39,2.04,20.75,7.15,3.61,0.26,0.04,0.18,2.33,58.54,163.21,482.3,706.38,706.87,125,5.65496,02-04-2002,0
0,40.28,25.02,32.65,352.68,369.44,0.81,-1.41,1.7,11.14,5.59,3.75,0.25,0,0.18,2.27,58.52,163.15,482.26,706.2,705.95,125,5.6476,03-04-2002,0
0,40.11,23.54,31.82,402.95,360.49,-0.63,1.2,1.42,26.02,5.76,3.75,0.24,0.01,0.18,2.25,58.51,163.07,482.21,706.04,705.8,125,5.6464,04-04-2002,0
0,40.36,24.17,32.26,402.21,347.58,-0.42,1.6,1.66,31.13,5.63,3.86,0.3,0.59,0.19,2.28,58.48,162.98,482.19,705.93,705.63,125,5.64504,05-04-2002,0
0,40.06,24.54,32.3,406.83,356.52,-0.17,1.28,1.31,27.97,6.1,3.87,1.78,0.19,0.2,2.33,58.46,162.91,482.15,705.85,704.07,125,5.63256,06-04-2002,0
0,40.48,24.72,32.6,416.15,316.5,0.7,1.16,1.36,37.81,6.06,3.53,1.2,0.91,0.23,2.4,58.44,162.81,482.06,705.71,704.51,125,5.63608,07-04-2002,0
0,36.87,23.69,30.28,409.68,342.09,1.02,0.07,1.13,45.96,5.25,3.4,1.05,0.86,0.23,2.68,58.42,162.71,482.02,705.83,704.78,125,5.63824,08-04-2002,0
0,36.29,23,29.64,401.71,360.31,1.18,-1.27,1.83,19.91,6.28,3.88,0.9,0.37,0.24,2.91,58.39,162.61,481.99,705.9,705,125,5.64,09-04-2002,0
0,38.22,22.81,30.52,396.01,335.87,1.97,-0.45,2.05,20.82,6.23,3.77,0.57,0.03,0.21,2.77,58.38,162.53,481.94,705.62,705.05,125,5.6404,10-04-2002,0
0,38.47,23.55,31.01,395.54,370.65,1.6,-0.92,1.88,14.38,5.66,3.48,0.37,0.13,0.21,2.64,58.36,162.46,481.91,705.37,705,125,5.64,11-04-2002,0
0,39.83,23.72,31.78,378.03,370.36,-0.3,0.68,0.79,24.81,5.72,3.74,0.3,0,0.18,2.52,58.35,162.38,481.81,705.06,704.76,125,5.63808,12-04-2002,0
0,40.44,24.29,32.36,398.83,364.92,0.18,1.53,1.55,24.47,6.05,3.56,0.25,0.04,0.19,2.44,58.33,162.31,481.77,704.85,704.6,125,5.6368,13-04-2002,0
0,40.73,24.8,32.76,400.83,364.77,1.95,1.73,2.62,19.4,7.11,3.83,0.39,0,0.16,2.37,58.31,162.23,481.73,704.64,704.25,125,5.634,14-04-2002,0
0,41.26,25.34,33.3,399.48,375.85,1.13,1.43,1.85,18.18,7.19,3.99,0.34,0,0.15,2.31,58.29,162.17,481.68,704.45,704.11,125,5.63288,15-04-2002,0
0,42.31,26.01,34.16,408.47,375.55,1.03,0.11,1.08,18.04,6.59,3.99,0.28,0,0.14,2.27,58.28,162.11,481.66,704.32,704.04,125,5.63232,16-04-2002,0
0,42.57,26.83,34.7,432.56,366.11,0.78,0.68,1.18,19.17,6.15,3.72,0.23,0,0.13,2.23,58.27,162.06,481.65,704.21,703.98,125,5.63184,17-04-2002,0
0,43.06,26.84,34.95,439.26,353.12,0.19,0.43,0.66,28.25,5.88,3.77,0.22,0.47,0.11,2.23,58.26,161.99,481.64,704.12,703.9,125,5.6312,18-04-2002,0
0,43.15,26.66,34.9,433.47,369.46,0.43,0.37,0.94,30.79,7.12,3.85,0.91,3.17,0.13,2.3,58.25,161.96,481.6,704.11,703.2,125,5.6256,19-04-2002,0
0,43.49,29.35,36.42,424.45,286.4,1.19,-1.6,2.11,17.37,7.11,3.94,1.09,0.01,0.28,4.02,58.23,161.89,481.55,705.69,704.6,125,5.6368,20-04-2002,0
0,42.38,28.53,35.46,420.84,334.57,-0.5,0.59,0.88,35.72,5.97,3.86,0.81,0.89,0.26,3.76,58.22,161.83,481.49,705.3,704.49,125,5.63592,21-04-2002,0
0,41.93,26.78,34.36,426.2,371.11,1.65,1.32,2.13,18.26,7.65,3.9,0.54,0.01,0.28,3.56,58.2,161.77,481.47,705,704.46,125,5.63568,22-04-2002,0
0,42.14,25.86,34,395.17,363.83,1.84,-0.68,1.99,13.36,7.03,3.95,0.38,0.08,0.24,3.33,58.19,161.7,481.45,704.67,704.29,125,5.63432,23-04-2002,0
0,42.75,26.1,34.42,404.79,378.19,0.61,1.34,1.64,20.88,7.43,3.9,0.28,0,0.2,3.13,58.18,161.66,481.39,704.36,704.08,125,5.63264,24-04-2002,0
0,42.68,27.22,34.95,409.62,378.99,0.73,1.01,1.35,21.76,7.56,3.89,0.23,0,0.19,2.94,58.16,161.59,481.35,704.04,703.81,125,5.63048,25-04-2002,0
0,42.61,27.3,34.96,360.08,379.21,1.59,-1.28,2.06,12.84,7.64,3.92,0.21,0,0.19,2.77,58.15,161.55,481.3,703.77,703.56,125,5.62848,26-04-2002,0
0,42.06,24.64,33.35,372.96,391.65,-0.61,1.22,1.38,18.1,6.3,3.96,0.2,0,0.17,2.64,58.14,161.49,481.28,703.55,703.35,125,5.6268,27-04-2002,0
0,42.58,25.29,33.94,398.76,386.64,0.99,1.55,1.85,14.75,7.3,4.12,0.2,0,0.16,2.54,58.12,161.43,481.28,703.37,703.17,125,5.62536,28-04-2002,0
0,43.51,27.52,35.52,380.76,385.94,1.38,1.4,2.27,14.23,8.12,4.04,0.19,0,0.15,2.45,58.11,161.36,481.24,703.16,702.97,125,5.62376,29-04-2002,0
0,43.09,27.11,35.1,389.59,389.1,-0.31,2.34,2.38,15.93,6.94,4.02,0.18,0,0.15,2.39,58.1,161.31,481.17,702.97,702.79,125,5.62232,30-04-2002,0
0,43.78,27.73,35.76,405.42,383.23,-0.13,2.73,2.73,18.14,7.44,4.04,0.17,0,0.15,2.34,58.08,161.25,481.15,702.82,702.65,125,5.6212,01-05-2002,0
0,43.3,27.93,35.61,416.97,373.61,0.63,2.34,2.44,18.41,7.76,3.97,0.16,0.02,0.15,2.32,58.07,161.19,481.13,702.71,702.55,125,5.6204,02-05-2002,0
0,44.23,29.24,36.74,407.69,383.03,1.04,3.05,3.22,18.45,8.13,4.15,0.16,0,0.14,2.29,58.06,161.14,481.11,702.6,702.44,125,5.61952,03-05-2002,0
0,44.15,28.33,36.24,414.89,386.07,0.09,3.11,3.11,19.66,7.63,4.11,0.16,0,0.14,2.26,58.04,161.07,481.07,702.44,702.28,125,5.61824,04-05-2002,0
0,44.18,29.23,36.7,428.56,377.68,0.4,2.66,2.69,24.05,7.5,4.09,0.22,0.02,0.15,2.29,58.04,161.03,481.02,702.38,702.16,125,5.61728,05-05-2002,0
0.09,43.41,28.52,35.96,433.55,377.09,1.21,2.58,2.86,20.69,8.23,4.28,1.4,0.03,0.14,2.27,58.02,160.96,480.98,702.23,700.92,125,5.60736,06-05-2002,0
7.31,43.39,26.94,35.16,430.01,383.55,2.84,-0.79,2.95,14.61,7.4,4.06,0.82,0,0.13,2.23,58.01,160.92,480.98,702.14,708.63,125,5.66904,07-05-2002,0
0,43.49,27.71,35.6,416.39,343.85,2.26,-1.41,2.73,9.99,7.81,4.1,0.53,0.04,0.13,2.22,58,160.87,480.93,702.02,701.49,125,5.61192,08-05-2002,0
0,44.29,28.06,36.17,422.23,388.88,1.97,-2.1,2.92,10.31,9.48,4.23,0.36,0,0.13,2.21,57.99,160.83,480.9,701.93,701.57,125,5.61256,09-05-2002,0
0,44.48,29.44,36.96,459.02,378.69,2.71,-2.9,3.97,16.55,8.92,3.59,0.21,0,0.14,2.21,57.98,160.79,480.85,701.83,701.62,125,5.61296,10-05-2002,0
0,44.5,30.74,37.62,427.59,326.26,3.99,-1.09,4.16,20.24,9.23,3.93,0.18,0.03,0.14,2.22,57.97,160.74,480.85,701.78,701.6,125,5.6128,11-05-2002,0
0,43.45,29.56,36.51,438.17,345.41,3.3,-0.15,3.31,21.39,8.84,4.12,0.17,0.02,0.14,2.22,57.96,160.71,480.81,701.7,701.53,125,5.61224,12-05-2002,0
0,43.93,30.4,37.16,445.04,380.66,2.71,-1.16,2.95,20.53,7.84,3.67,0.17,0.24,0.14,2.23,57.95,160.66,480.8,701.64,701.47,125,5.61176,13-05-2002,0
0.09,44.4,31.03,37.72,455,354.19,2.81,-2.29,3.63,29.74,8.22,4.2,1.64,0.06,0.18,2.44,57.94,160.61,480.79,701.78,700.23,125,5.60184,14-05-2002,0
0.37,43.39,27.23,35.31,453.13,329.83,3.01,-0.37,3.04,33.19,6.77,4.09,1.74,0.31,0.19,2.64,57.93,160.56,480.74,701.87,700.5,125,5.604,15-05-2002,0
0.43,41.57,27.9,34.74,455.81,378.21,3.42,-2.2,4.07,19.65,8.34,4.19,1.34,0.42,0.2,2.92,57.92,160.5,480.71,702.05,701.14,125,5.60912,16-05-2002,0
0,43.1,29.8,36.45,456.4,368.13,1.28,-1.26,1.83,33.46,8.2,3.82,1.49,1.54,0.2,2.94,57.91,160.46,480.68,701.99,700.5,125,5.604,17-05-2002,0
