prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,AWC,Actual_Soil_Saturation_New,station_id,soil_awc_avg
0.0,42.99,27.97,35.48,401.39,367.14,2.91,-1.64,3.34,18.96,,4.08,0.31,0.23,0.19,2.78,65.97,169.09,526.8,764.64,764.33,150,5.095533333,23-04-1980,0.196154148,3896.5783275115305,3005,0.1961541475
0.0,41.88,26.75,34.32,382.46,385.04,2.72,-0.71,2.81,14.36,,4.02,0.29,0.01,0.18,2.69,65.96,169.06,526.79,764.5,764.21,150,5.094733333,24-04-1980,0.196154148,3895.9665637454855,3005,0.1961541475
0.0,41.84,25.12,33.48,375.49,386.54,3.43,-0.95,3.56,13.11,,4.01,0.28,0.02,0.18,2.64,65.95,169.04,526.77,764.4,764.12,150,5.094133333,25-04-1980,0.196154148,3895.507740920951,3005,0.1961541475
0.0,42.41,25.33,33.87,373.85,391.4,2.65,-0.85,2.78,14.2,,4.02,0.28,0.01,0.17,2.61,65.94,169.01,526.75,764.31,764.03,150,5.093533333,26-04-1980,0.196154148,3895.0489180964173,3005,0.1961541475
0.0,42.23,26.28,34.25,392.71,364.84,1.15,-0.43,1.23,17.64,,3.88,0.3,0.03,0.17,2.59,65.93,168.98,526.73,764.23,763.93,150,5.092866667,27-04-1980,0.196154148,3894.539114958046,3005,0.1961541475
0.0,41.28,26.25,33.76,396.21,372.76,2.08,0.58,2.16,17.62,,3.87,0.26,0.08,0.17,2.6,65.92,168.96,526.71,764.19,763.93,150,5.092866667,28-04-1980,0.196154148,3894.539114958046,3005,0.1961541475
0.0,41.72,26.41,34.06,390.29,371.51,2.12,0.15,2.13,18.19,,3.92,0.25,0.05,0.16,2.61,65.91,168.93,526.69,764.14,763.89,150,5.0926,29-04-1980,0.196154148,3894.335193702698,3005,0.1961541475
0.0,41.94,25.89,33.92,395.55,377.51,0.8,1.04,1.31,19.12,,3.98,0.25,0.05,0.16,2.6,65.9,168.9,526.67,764.07,763.82,150,5.092133333,30-04-1980,0.196154148,3893.9783315058385,3005,0.1961541475
0.0,42.35,26.32,34.34,403.28,377.94,-0.1,1.98,1.98,23.47,,4.12,0.3,0.2,0.17,2.62,65.89,168.87,526.65,764.03,763.73,150,5.091533333,01-05-1980,0.196154148,3893.519508681304,3005,0.1961541475
0.04,42.18,28.21,35.2,409.86,369.62,0.59,1.79,1.88,23.8,,4.07,0.38,0.75,0.18,2.89,65.88,168.84,526.63,764.24,763.9,150,5.092666667,02-05-1980,0.196154148,3894.386174016535,3005,0.1961541475
0.0,42.4,27.92,35.16,412.96,374.74,1.18,1.87,2.21,21.69,,4.24,0.46,0.54,0.19,2.99,65.87,168.81,526.6,764.27,763.81,150,5.092066667,03-05-1980,0.196154148,3893.9273511920005,3005,0.1961541475
0.0,42.48,28.25,35.36,415.33,368.94,1.42,-0.19,1.43,16.04,,3.94,0.31,0.14,0.21,2.9,65.86,168.78,526.58,764.12,763.81,150,5.092066667,04-05-1980,0.196154148,3893.9273511920005,3005,0.1961541475
0.0,43.35,29.08,36.22,404.75,382.07,2.58,-0.72,2.68,17.62,,4.09,0.26,0.03,0.19,2.76,65.85,168.76,526.57,763.94,763.68,150,5.0912,05-05-1980,0.196154148,3893.2646071121185,3005,0.1961541475
0.0,43.73,29.31,36.52,400.11,388.41,3.6,-0.25,3.61,14.02,,3.95,0.23,0.01,0.18,2.67,65.84,168.73,526.55,763.79,763.56,150,5.0904,06-05-1980,0.196154148,3892.652843346073,3005,0.1961541475
0.0,43.0,29.38,36.19,396.82,389.01,3.03,-0.13,3.03,17.58,,3.9,0.21,0.0,0.17,2.62,65.83,168.71,526.53,763.69,763.48,150,5.089866667,07-05-1980,0.196154148,3892.2450008353767,3005,0.1961541475
0.0,42.59,27.53,35.06,412.17,356.47,2.56,0.74,2.66,19.49,,4.02,0.24,0.05,0.17,2.63,65.82,168.68,526.52,763.65,763.41,150,5.0894,08-05-1980,0.196154148,3891.8881386385165,3005,0.1961541475
0.0,41.58,26.05,33.82,395.06,373.8,3.3,-0.84,3.41,15.44,,4.14,0.23,0.13,0.17,2.6,65.81,168.65,526.5,763.56,763.33,150,5.088866667,09-05-1980,0.196154148,3891.48029612782,3005,0.1961541475
0.0,41.78,26.45,34.12,382.08,395.4,3.55,-0.42,3.57,17.12,,4.07,0.21,0.04,0.17,2.58,65.8,168.62,526.47,763.47,763.26,150,5.0884,10-05-1980,0.196154148,3891.12343393096,3005,0.1961541475
0.0,42.39,26.17,34.28,394.27,357.12,3.05,0.49,3.09,14.53,,4.03,0.21,0.04,0.17,2.57,65.79,168.59,526.45,763.4,763.19,150,5.087933333,11-05-1980,0.196154148,3890.7665717341006,3005,0.1961541475
0.0,42.27,26.64,34.46,399.25,376.86,2.24,-0.21,2.25,22.19,,3.99,0.2,0.7,0.16,2.64,65.78,168.57,526.44,763.43,763.23,150,5.0882,12-05-1980,0.196154148,3890.9704929894488,3005,0.1961541475
0.0,42.58,27.73,35.16,401.91,384.36,1.16,-0.13,1.17,25.7,,4.07,0.3,0.56,0.17,2.74,65.77,168.54,526.41,763.46,763.16,150,5.087733333,13-05-1980,0.196154148,3890.613630792589,3005,0.1961541475
0.1,42.66,29.23,35.94,407.18,389.93,1.37,0.58,1.49,23.98,,3.99,0.23,0.29,0.19,2.83,65.76,168.51,526.39,763.49,763.36,150,5.089066667,14-05-1980,0.196154148,3891.6332370693312,3005,0.1961541475
0.17,43.41,28.92,36.16,413.38,365.65,1.94,-0.11,1.94,21.79,,4.07,0.21,0.49,0.18,2.77,65.75,168.49,526.37,763.38,763.34,150,5.088933333,15-05-1980,0.196154148,3891.531276441657,3005,0.1961541475
0.15,42.62,29.39,36.0,409.42,378.39,2.35,-0.99,2.55,19.49,,4.11,0.19,0.18,0.19,2.83,65.74,168.46,526.35,763.38,763.34,150,5.088933333,16-05-1980,0.196154148,3891.531276441657,3005,0.1961541475
0.01,42.16,29.08,35.62,411.01,372.55,3.39,-0.49,3.43,18.12,,4.13,0.19,0.18,0.19,2.77,65.73,168.44,526.33,763.27,763.09,150,5.087266667,17-05-1980,0.196154148,3890.2567685957297,3005,0.1961541475
0.0,42.17,28.15,35.16,406.6,385.99,4.16,-0.81,4.24,17.94,,3.97,0.18,0.05,0.18,2.72,65.72,168.41,526.31,763.16,762.98,150,5.086533333,18-05-1980,0.196154148,3889.6959851435213,3005,0.1961541475
0.0,42.68,28.79,35.74,401.68,389.28,3.8,-0.99,3.93,18.83,,3.74,0.24,0.01,0.17,2.65,65.72,168.39,526.29,763.05,762.81,150,5.0854,19-05-1980,0.196154148,3888.82931980829,3005,0.1961541475
0.0,42.65,28.17,35.41,393.62,398.11,3.01,-2.23,3.75,13.9,,3.73,0.19,0.0,0.16,2.6,65.71,168.36,526.28,762.95,762.76,150,5.085066667,20-05-1980,0.196154148,3888.574418239105,3005,0.1961541475
0.0,42.08,28.15,35.11,391.75,399.89,2.76,-1.64,3.21,13.93,,4.15,0.19,0.0,0.16,2.56,65.7,168.34,526.26,762.86,762.67,150,5.084466667,21-05-1980,0.196154148,3888.1155954145706,3005,0.1961541475
0.0,42.14,27.29,34.72,388.24,403.65,3.74,-1.15,3.91,12.4,,4.15,0.18,0.0,0.16,2.54,65.69,168.31,526.25,762.79,762.61,150,5.084066667,22-05-1980,0.196154148,3887.8097135315484,3005,0.1961541475
0.0,42.82,27.23,35.02,396.45,396.06,3.28,-1.09,3.46,14.7,,4.04,0.17,0.0,0.16,2.54,65.68,168.29,526.23,762.74,762.57,150,5.0838,23-05-1980,0.196154148,3887.6057922762,3005,0.1961541475
0.0,42.69,28.35,35.52,397.75,393.4,3.27,-0.97,3.41,15.27,,3.82,0.15,0.01,0.16,2.53,65.67,168.26,526.21,762.67,762.52,150,5.083466667,24-05-1980,0.196154148,3887.350890707014,3005,0.1961541475
0.0,43.13,29.27,36.2,416.92,386.14,2.8,-1.24,3.06,15.36,,4.12,0.27,0.01,0.16,2.53,65.66,168.24,526.19,762.62,762.35,150,5.082333333,25-05-1980,0.196154148,3886.4842253717834,3005,0.1961541475
0.0,43.13,28.91,36.02,421.8,303.85,2.2,-1.84,2.87,14.28,,3.71,0.19,0.02,0.16,2.53,65.66,168.22,526.18,762.59,762.4,150,5.082666667,26-05-1980,0.196154148,3886.739126940969,3005,0.1961541475
0.0,44.11,29.67,36.89,421.09,357.37,2.37,-0.93,2.55,16.06,,3.59,0.16,0.11,0.16,2.53,65.65,168.2,526.16,762.54,762.38,150,5.082533333,27-05-1980,0.196154148,3886.6371663132945,3005,0.1961541475
0.0,44.01,29.56,36.78,416.08,363.51,3.48,-0.02,3.48,19.15,,3.8,0.17,0.24,0.17,2.61,65.64,168.17,526.15,762.57,762.4,150,5.082666667,28-05-1980,0.196154148,3886.739126940969,3005,0.1961541475
0.1,42.73,28.48,35.6,403.64,398.52,2.71,0.37,2.74,20.87,,4.1,0.17,0.02,0.16,2.55,65.63,168.15,526.12,762.45,762.38,150,5.082533333,29-05-1980,0.196154148,3886.6371663132945,3005,0.1961541475
0.0,41.89,28.55,35.22,419.97,387.78,1.84,-0.31,1.87,31.07,,4.05,0.18,0.64,0.16,2.67,65.62,168.12,526.1,762.51,762.33,150,5.0822,30-05-1980,0.196154148,3886.3822647441093,3005,0.1961541475
0.6,42.58,29.29,35.94,430.66,374.33,1.0,-0.21,1.02,38.6,,3.99,0.36,1.42,0.19,3.23,65.61,168.1,526.09,763.03,763.27,150,5.088466667,31-05-1980,0.196154148,3891.174414244797,3005,0.1961541475
0.42,41.69,29.85,35.77,437.24,351.57,0.21,0.33,0.39,48.08,,4.14,1.06,1.69,0.32,4.78,65.61,168.06,526.06,764.51,763.87,150,5.092466667,01-06-1980,0.196154148,3894.2332330750237,3005,0.1961541475
1.94,42.41,28.54,35.47,441.12,369.13,-0.35,0.54,0.64,47.32,,3.92,1.14,1.32,0.51,5.71,65.59,168.04,526.04,765.38,766.18,150,5.107866667,02-06-1980,0.196154148,3906.009685571395,3005,0.1961541475
2.08,41.6,26.32,33.96,441.08,337.05,0.3,-0.73,0.79,59.83,,3.62,1.7,1.79,0.51,6.97,65.58,168.01,526.01,766.57,766.95,150,5.113,03-06-1980,0.196154148,3909.9351697368525,3005,0.1961541475
5.78,38.45,24.24,31.34,440.02,360.6,1.55,-0.21,1.56,44.12,,3.59,2.08,2.07,0.72,7.48,65.57,167.97,525.98,767.0,770.7,150,5.138,04-06-1980,0.196154148,3929.0527874257673,3005,0.1961541475
4.94,39.0,25.54,32.27,447.94,317.79,2.09,2.53,3.28,47.93,,4.05,3.29,1.59,0.83,8.65,65.56,167.93,525.95,768.09,769.74,150,5.1316,05-06-1980,0.196154148,3924.158677297405,3005,0.1961541475
9.17,37.62,23.78,30.7,437.69,279.97,1.18,2.63,2.88,60.19,,3.66,2.91,2.28,0.74,10.23,65.54,167.87,525.91,769.55,775.81,150,5.172066667,06-06-1980,0.196154148,3955.103727796528,3005,0.1961541475
4.1,34.29,23.61,28.95,431.49,298.97,1.88,4.06,4.47,62.38,,3.57,2.62,1.31,0.88,10.44,65.52,167.81,525.88,769.65,771.13,150,5.140866667,07-06-1980,0.196154148,3931.2449409207625,3005,0.1961541475
1.86,32.26,24.47,28.36,432.22,318.96,3.79,0.97,3.91,60.53,,3.28,2.54,1.27,0.86,11.93,65.51,167.76,525.84,771.04,770.36,150,5.135733333,08-06-1980,0.196154148,3927.3194567553055,3005,0.1961541475
3.23,34.49,24.35,29.42,438.42,315.06,3.18,-0.47,3.21,56.72,,3.91,2.82,3.75,1.1,14.63,65.49,167.71,525.8,773.63,774.04,150,5.160266667,09-06-1980,0.196154148,3946.08021224736,3005,0.1961541475
2.76,36.63,24.49,30.56,443.25,347.24,2.61,-0.51,2.66,52.22,,4.02,2.59,1.01,1.76,13.76,65.47,167.66,525.76,772.65,772.82,150,5.152133333,10-06-1980,0.196154148,3939.860613959234,3005,0.1961541475
6.15,37.85,26.32,32.08,445.92,318.09,1.96,0.31,1.98,49.96,,4.16,2.58,1.62,1.62,13.19,65.46,167.61,525.73,771.99,775.56,150,5.1704,11-06-1980,0.196154148,3953.8292199506004,3005,0.1961541475
4.41,38.75,24.69,31.72,449.05,317.4,1.46,-0.37,1.51,70.5,,3.75,3.07,1.63,1.16,14.18,65.44,167.57,525.69,772.88,774.22,150,5.161466667,12-06-1980,0.196154148,3946.9978578964287,3005,0.1961541475
12.03,35.33,23.31,29.32,445.01,172.72,0.69,-0.64,0.94,77.36,,2.82,2.39,2.12,0.8,19.44,65.44,167.54,525.67,778.09,787.73,150,5.251533333,13-06-1980,0.196154148,4015.872261890359,3005,0.1961541475
2.88,34.31,24.49,29.4,439.35,192.16,1.32,-0.6,1.45,84.82,,3.08,2.52,2.91,0.77,27.7,65.83,167.52,525.66,786.71,787.07,150,5.247133333,14-06-1980,0.196154148,4012.50756117711,3005,0.1961541475
7.59,35.57,23.99,29.78,435.62,290.66,1.27,-0.67,1.44,77.53,,3.12,2.49,3.19,1.56,30.36,67.39,167.49,525.64,790.88,795.98,150,5.306533333,15-06-1980,0.196154148,4057.9310208059715,3005,0.1961541475
11.07,34.68,24.4,29.54,439.54,321.87,1.27,0.3,1.3,67.82,,3.48,2.8,2.02,2.51,28.96,68.01,167.45,525.61,790.03,798.3,150,5.322,16-06-1980,0.196154148,4069.75845361618,3005,0.1961541475
4.37,36.07,23.89,29.98,439.64,370.78,1.96,0.35,1.99,61.62,,3.35,2.78,0.35,3.65,25.44,68.18,167.41,525.58,786.61,788.2,150,5.254666667,17-06-1980,0.196154148,4018.2683366407027,3005,0.1961541475
1.9,36.53,25.35,30.94,446.87,360.32,4.07,-0.38,4.09,54.21,,3.43,2.86,0.4,3.53,22.31,68.16,167.38,525.54,783.39,782.43,150,5.2162,18-06-1980,0.196154148,3988.852695556692,3005,0.1961541475
4.99,36.38,24.91,30.65,446.41,344.5,3.24,-0.81,3.34,61.9,,3.16,2.62,1.15,2.85,20.83,68.12,167.33,525.51,781.79,784.16,150,5.227733333,19-06-1980,0.196154148,3997.672289850512,3005,0.1961541475
6.39,36.96,23.37,30.16,445.07,323.35,2.71,-0.7,2.8,72.1,,1.62,1.43,1.54,2.29,21.42,68.06,167.29,525.48,782.25,787.21,150,5.248066667,20-06-1980,0.196154148,4013.2212855708294,3005,0.1961541475
4.8,35.37,24.13,29.75,443.35,309.04,3.27,0.38,3.29,74.48,,1.71,1.46,2.31,2.12,23.75,68.06,167.25,525.44,784.5,787.84,150,5.252266667,21-06-1980,0.196154148,4016.433045342567,3005,0.1961541475
11.02,34.18,23.97,29.08,435.15,220.72,2.39,1.51,2.83,77.75,,2.59,2.14,2.67,1.43,28.86,68.72,167.22,525.42,790.22,799.1,150,5.327333333,22-06-1980,0.196154148,4073.8368787231484,3005,0.1961541475
12.76,32.58,24.21,28.4,436.84,302.15,3.35,1.34,3.61,72.85,,3.59,2.94,1.65,2.55,28.19,69.05,167.18,525.38,789.8,799.62,150,5.3308,23-06-1980,0.196154148,4076.487855042678,3005,0.1961541475
24.61,32.91,23.6,28.26,433.65,99.52,3.66,1.61,4.0,88.15,,1.45,1.29,1.34,0.95,29.62,70.3,167.17,525.37,792.46,815.78,150,5.438533333,24-06-1980,0.196154148,4158.872042203441,3005,0.1961541475
33.87,27.05,22.66,24.86,429.64,91.23,5.13,0.75,5.18,92.34,,1.72,1.47,2.59,0.41,39.21,77.77,168.36,525.36,810.7,843.1,150,5.620666667,25-06-1980,0.196154148,4298.150259606416,3005,0.1961541475
18.02,27.58,22.92,25.25,429.97,110.93,5.14,0.93,5.22,90.15,,1.24,1.13,2.54,0.79,41.59,85.93,169.85,525.35,822.72,839.61,150,5.5974,26-06-1980,0.196154148,4280.358130077265,3005,0.1961541475
23.97,29.45,23.11,26.28,429.83,154.26,5.41,0.44,5.43,88.61,,0.88,0.84,2.35,1.32,41.58,90.49,171.71,525.34,829.12,852.25,150,5.681666667,27-06-1980,0.196154148,4344.797246767367,3005,0.1961541475
14.03,28.02,23.13,25.58,427.4,209.47,4.49,0.01,4.49,80.63,,1.73,1.48,2.33,2.12,39.85,91.87,174.77,525.32,831.81,844.36,150,5.629066667,28-06-1980,0.196154148,4304.5737791498905,3005,0.1961541475
12.05,29.25,23.16,26.2,432.65,266.44,2.8,0.86,2.93,84.57,,2.78,2.3,1.35,2.22,38.46,91.93,175.29,525.29,830.97,840.72,150,5.6048,29-06-1980,0.196154148,4286.0169449131845,3005,0.1961541475
13.29,30.04,23.47,26.76,436.04,224.16,2.63,1.21,2.89,87.88,,2.38,1.97,2.08,1.48,40.44,93.12,175.96,525.27,834.79,846.11,150,5.640733333,30-06-1980,0.196154148,4313.495334071385,3005,0.1961541475
23.31,30.73,23.89,27.31,435.78,100.05,2.9,1.62,3.32,91.9,,1.85,1.57,1.7,0.66,42.07,97.52,179.01,525.27,843.87,865.61,150,5.770733333,01-07-1980,0.196154148,4412.906946053741,3005,0.1961541475
34.24,29.07,23.29,26.18,431.23,204.58,2.79,3.51,4.48,88.78,,1.38,1.21,2.12,1.3,41.99,100.76,182.84,525.26,850.85,883.88,150,5.892533333,02-07-1980,0.196154148,4506.047979434134,3005,0.1961541475
21.91,27.57,22.78,25.18,428.11,182.98,3.26,2.52,4.12,81.96,,1.97,1.65,1.96,1.85,41.36,101.67,185.05,525.26,853.34,873.6,150,5.824,03-07-1980,0.196154148,4453.640216809589,3005,0.1961541475
3.64,28.48,23.01,25.74,427.0,305.58,4.12,0.83,4.2,76.36,,2.33,1.9,1.48,3.54,38.95,100.8,185.54,525.25,850.54,852.28,150,5.681866667,04-07-1980,0.196154148,4344.950187708879,3005,0.1961541475
0.43,30.57,23.7,27.14,422.58,320.14,3.84,0.26,3.85,77.25,,2.63,2.14,1.3,3.67,36.93,99.78,185.89,525.23,847.83,846.12,150,5.6408,05-07-1980,0.196154148,4313.546314385221,3005,0.1961541475
3.2,30.72,23.83,27.28,427.39,340.83,4.14,-0.25,4.15,72.53,,2.26,1.89,0.8,3.99,33.97,98.77,186.11,525.2,844.05,845.36,150,5.635733333,06-07-1980,0.196154148,4309.671810533601,3005,0.1961541475
5.76,29.49,23.17,26.33,429.66,313.21,4.51,0.32,4.52,76.54,,1.31,1.13,1.35,3.13,32.47,98.02,186.3,525.19,841.98,846.61,150,5.644066667,07-07-1980,0.196154148,4316.04434976324,3005,0.1961541475
8.52,28.14,22.94,25.54,432.4,212.12,3.28,0.95,3.41,85.81,,1.32,1.14,1.71,1.56,32.39,97.43,186.5,525.18,841.5,848.88,150,5.6592,08-07-1980,0.196154148,4327.616881004263,3005,0.1961541475
5.24,29.16,23.62,26.39,430.69,256.63,3.46,0.39,3.48,77.6,,1.88,1.57,1.39,2.39,33.18,97.28,186.73,525.17,842.36,846.03,150,5.6402,09-07-1980,0.196154148,4313.087491560687,3005,0.1961541475
5.14,30.98,24.25,27.62,432.13,286.09,3.78,0.36,3.8,79.28,,1.75,1.52,1.13,2.71,31.6,96.74,186.88,525.16,840.38,844.0,150,5.626666667,10-07-1980,0.196154148,4302.738487851755,3005,0.1961541475
24.37,29.4,23.16,26.28,429.35,272.32,2.92,0.98,3.08,80.7,,1.76,1.54,2.36,1.75,32.18,96.79,187.28,525.15,841.4,864.23,150,5.761533333,11-07-1980,0.196154148,4405.871662744221,3005,0.1961541475
11.01,28.47,23.4,25.94,431.16,280.9,2.67,0.62,2.74,75.59,,3.07,2.51,1.68,2.37,31.22,96.5,187.58,525.14,840.44,848.94,150,5.6596,12-07-1980,0.196154148,4327.922762887285,3005,0.1961541475
6.49,29.02,23.84,26.43,423.58,307.59,2.78,0.99,2.95,74.73,,2.26,1.87,1.36,2.53,30.85,96.29,187.86,525.12,840.12,844.74,150,5.6316,13-07-1980,0.196154148,4306.511031075701,3005,0.1961541475
9.89,29.05,23.47,26.26,428.61,295.93,3.29,0.57,3.34,73.9,,2.58,2.12,1.61,2.56,29.45,95.73,188.0,525.1,838.28,846.05,150,5.640333333,14-07-1980,0.196154148,4313.189452188361,3005,0.1961541475
7.3,29.36,23.54,26.45,428.96,210.9,2.72,0.8,2.84,82.97,,1.21,1.08,2.19,1.22,30.65,95.9,188.37,525.1,840.02,846.24,150,5.6416,15-07-1980,0.196154148,4314.158078151267,3005,0.1961541475
12.71,29.38,23.16,26.27,423.97,236.18,2.93,0.85,3.05,76.14,,1.12,0.96,1.09,1.66,29.66,95.67,188.68,525.09,839.1,850.85,150,5.672333333,16-07-1980,0.196154148,4337.660002830173,3005,0.1961541475
1.65,29.78,23.45,26.62,417.38,337.62,2.83,0.3,2.85,65.87,,3.33,2.61,0.55,3.08,27.25,95.03,188.8,525.08,836.16,835.2,150,5.568,17-07-1980,0.196154148,4257.875811675101,3005,0.1961541475
0.84,31.89,23.85,27.87,418.54,331.26,3.41,0.04,3.41,65.53,,3.48,2.78,0.59,2.89,24.98,94.3,188.84,525.06,833.18,831.24,150,5.5416,18-07-1980,0.196154148,4237.687607395607,3005,0.1961541475
2.07,31.68,23.96,27.82,425.09,304.15,2.78,-0.49,2.82,67.72,,3.25,2.59,0.95,2.64,23.11,93.63,188.83,525.02,830.59,830.07,150,5.5338,19-07-1980,0.196154148,4231.722910676666,3005,0.1961541475
0.91,31.09,24.07,27.58,430.36,223.22,3.3,-0.34,3.32,64.44,,2.93,2.32,0.74,2.03,21.99,93.03,188.82,525.01,828.85,827.44,150,5.516266667,20-07-1980,0.196154148,4218.315088137508,3005,0.1961541475
0.71,32.12,24.31,28.21,426.65,260.18,3.56,-0.86,3.66,66.17,,3.25,2.56,0.93,2.04,20.72,92.46,188.76,524.97,826.91,825.06,150,5.5004,21-07-1980,0.196154148,4206.181773444276,3005,0.1961541475
4.59,31.62,24.11,27.86,426.75,289.97,2.0,-0.26,2.02,73.12,,3.13,2.81,1.59,1.7,19.74,91.94,188.69,524.95,825.32,827.1,150,5.514,22-07-1980,0.196154148,4216.5817574670455,3005,0.1961541475
14.72,31.99,23.23,27.61,431.61,221.81,1.84,-1.71,2.51,75.68,,1.75,1.59,1.19,1.31,19.94,91.5,188.66,524.94,825.04,838.17,150,5.5878,23-07-1980,0.196154148,4273.016964884721,3005,0.1961541475
14.75,30.91,23.76,27.34,432.12,184.37,2.58,-1.97,3.25,85.02,,1.39,1.25,2.11,0.79,24.39,91.63,188.69,524.94,829.65,843.15,150,5.621,24-07-1980,0.196154148,4298.4051611756,3005,0.1961541475
18.1,30.02,23.53,26.78,432.18,152.73,2.72,-0.53,2.77,90.52,,2.29,1.94,2.51,0.56,31.09,93.62,189.66,524.95,839.32,855.48,150,5.7032,25-07-1980,0.196154148,4361.263888136753,3005,0.1961541475
12.29,30.22,23.27,26.74,429.94,133.09,3.51,0.81,3.6,90.77,,1.57,1.37,1.87,0.7,34.26,95.17,190.56,524.95,844.94,855.86,150,5.705733333,26-07-1980,0.196154148,4363.201140062562,3005,0.1961541475
7.83,29.16,23.22,26.19,428.36,139.28,4.02,0.15,4.02,91.38,,0.81,0.73,2.12,0.8,37.42,96.58,191.24,524.95,850.19,857.29,150,5.715266667,27-07-1980,0.196154148,4370.491324941268,3005,0.1961541475
6.44,27.72,23.02,25.37,424.38,239.67,3.43,0.04,3.43,79.7,,2.5,2.05,1.34,2.57,36.74,96.72,191.58,524.94,849.98,854.37,150,5.6958,28-07-1980,0.196154148,4355.605073300834,3005,0.1961541475
5.47,29.01,23.57,26.29,427.5,253.19,2.97,0.73,3.06,80.83,,2.37,2.02,1.66,2.48,35.3,96.26,191.82,524.93,848.31,851.76,150,5.6784,29-07-1980,0.196154148,4342.299211389349,3005,0.1961541475
18.9,30.08,22.98,26.53,430.66,139.99,3.41,1.95,3.93,90.5,,1.48,1.33,1.77,1.07,36.97,97.75,193.18,524.94,852.84,870.41,150,5.802733333,30-07-1980,0.196154148,4437.377496695552,3005,0.1961541475
17.93,29.08,22.63,25.85,427.81,82.05,4.02,1.84,4.42,94.69,,1.3,1.22,2.16,0.34,40.18,102.24,196.93,524.96,864.31,881.02,150,5.873466667,31-07-1980,0.196154148,4491.467609676722,3005,0.1961541475
19.6,26.82,22.61,24.72,428.35,61.81,4.19,1.17,4.35,95.05,,1.15,1.05,2.1,0.29,43.18,108.25,202.14,525.05,878.62,897.17,150,5.981133333,01-08-1980,0.196154148,4573.800816523648,3005,0.1961541475
34.59,28.07,23.2,25.64,427.73,54.79,4.37,1.04,4.49,94.48,,0.78,0.74,1.83,0.34,43.12,111.7,211.7,525.37,891.89,925.74,150,6.1716,02-08-1980,0.196154148,4719.45157315626,3005,0.1961541475
52.79,26.23,22.64,24.44,430.0,61.82,3.44,1.81,3.89,94.08,,1.19,1.1,1.71,0.37,42.79,112.21,222.2,525.61,902.81,954.5,150,6.363333333,03-08-1980,0.196154148,4866.070955751778,3005,0.1961541475
17.6,26.85,22.26,24.56,426.73,103.61,3.29,1.62,3.67,87.5,,2.0,1.81,1.41,1.04,42.2,111.84,228.15,525.97,908.16,923.95,150,6.159666667,04-08-1980,0.196154148,4710.326096979418,3005,0.1961541475
12.67,26.9,22.45,24.67,426.74,251.37,4.03,0.86,4.12,84.3,,1.3,1.22,2.15,1.86,41.39,110.73,229.05,526.11,907.28,918.73,150,6.124866667,05-08-1980,0.196154148,4683.714373156448,3005,0.1961541475
20.45,27.44,22.19,24.82,426.48,126.17,4.27,0.42,4.29,91.33,,0.89,0.85,1.94,0.96,42.09,110.39,230.64,526.31,909.43,929.03,150,6.193533333,06-08-1980,0.196154148,4736.224096408668,3005,0.1961541475
17.24,25.76,21.56,23.66,422.77,134.25,3.93,0.98,4.05,88.81,,0.81,0.73,1.76,1.05,41.84,109.92,232.06,526.53,910.35,926.86,150,6.179066667,07-08-1980,0.196154148,4725.161368306016,3005,0.1961541475
3.95,27.02,22.12,24.57,421.16,243.71,4.04,0.47,4.07,85.54,,2.37,2.02,1.71,2.2,40.7,109.03,232.55,526.65,908.93,910.86,150,6.0724,08-08-1980,0.196154148,4643.592866166646,3005,0.1961541475
4.73,28.3,22.89,25.6,424.85,258.18,3.7,0.52,3.74,82.26,,2.51,2.15,1.56,2.51,39.48,107.99,232.86,526.77,907.1,909.68,150,6.064533333,09-08-1980,0.196154148,4637.577189133867,3005,0.1961541475
5.93,28.86,22.9,25.88,424.29,282.62,3.68,0.83,3.77,82.66,,1.99,1.77,1.82,2.61,38.35,107.03,233.05,526.88,905.31,909.47,150,6.063133333,10-08-1980,0.196154148,4636.506602543289,3005,0.1961541475
6.34,28.85,23.08,25.96,420.45,275.53,4.27,0.81,4.35,77.98,,2.79,2.29,1.2,3.04,36.45,106.02,233.07,526.98,902.52,906.57,150,6.0438,11-08-1980,0.196154148,4621.722311530528,3005,0.1961541475
2.16,29.91,23.23,26.57,422.89,238.38,3.43,-0.1,3.43,85.08,,2.22,1.86,1.4,2.32,35.72,105.19,233.05,527.08,901.04,901.34,150,6.008933333,12-08-1980,0.196154148,4595.059607393721,3005,0.1961541475
8.03,29.46,23.16,26.31,422.55,301.13,2.85,0.01,2.85,77.23,,2.68,2.28,1.23,3.02,33.95,104.44,232.94,527.16,898.49,904.24,150,6.028266667,13-08-1980,0.196154148,4609.843898406482,3005,0.1961541475
4.51,30.8,23.77,27.28,422.14,326.21,2.15,0.12,2.15,74.59,,2.97,2.51,1.36,3.05,32.14,103.67,232.76,527.25,895.82,897.82,150,5.985466667,14-08-1980,0.196154148,4577.11453692306,3005,0.1961541475
